,publisher,genres,title,price,id,developer,release_year
109138,"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","['Action', 'Adventure']",First Order Siege of Takodana Level Pack,2.99,466550.0,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016
109140,Mind's Eye Games,"['Action', 'Indie', 'Early Access']",Blast Brawl 2: Bloody Boogaloo,14.99,447980.0,Mind's Eye Games,2016
109141,N.R. Burnette,"['Free to Play', 'Indie', 'RPG']",Maneki's Curse,0.0,448390.0,N.R. Burnette,2016
109142,Sophie Houlden,"['Action', 'Indie']",BANG BANG BANG!,9.99,524650.0,Sophie Houlden,2014
109143,Gabhel Studios,['Indie'],Scary Humans,2.99,533960.0,Gabhel Games,2016
109144,Fuero games,"['Free to Play', 'Massively Multiplayer', 'Strategy']",Age of Cavemen - Starter Pack,8.99,542840.0,Fuero Games,2016
109145,Bogemic Games,"['Action', 'Casual', 'Indie']",Flying Pengy,0.99,519870.0,Bogemic Games,2016
109146,Dovetail Games,['Simulation'],TS Marketplace: Class 465 Southeastern Livery Pack Add-On,4.99,275134.0,Dovetail Games,2016
109147,RetroEpic Software,"['Casual', 'Indie', 'Strategy']",A Day in the Woods,4.99,526890.0,RetroEpic Software,2011
109148,Umbu Games,"['Casual', 'Indie']",Death's Life,2.99,502100.0,Umbu Games,2016
109149,Tonka3D,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",Clown2Beat,0.0,547870.0,Rodrigo Banzato,2016
109150,Dumbfounded,"['Action', 'Casual', 'Indie', 'Strategy']",LUXIS,4.99,513820.0,Dumbfounded,2016
109151,Might and Delight,"['Adventure', 'Indie', 'Massively Multiplayer']",Meadow Soundtrack,2.99,506080.0,Might and Delight,2016
109152,Might and Delight,"['Adventure', 'Casual', 'Indie']",Shelter 2 Mountains EP,0.99,460280.0,Might and Delight,2016
109154,Indie Games Studio,"['Action', 'Adventure', 'Casual', 'Indie']",Project: R.E.B.O.O.T,0.99,543170.0,Indie Games Studio,2016
109155,What The Fantastic Games Group,"['Action', 'Adventure', 'Indie']",Ultimate Solid,5.99,534200.0,What The Fantastic Games Group,2016
109156,Dovetail Games- Flight,['Simulation'],FSX Steam Edition: Final Approach Add-On,5.99,500230.0,TakeFlight Interactive,2016
109157,AEY Inc.,"['Adventure', 'Indie', 'RPG', 'Strategy']",Golden Swords,8.99,531490.0,Vlad K.,2016
109159,Mysteria Studio,"['Action', 'Indie']",Exteria,1.99,532660.0,Mysteria Studio,2016
109160,Big Fish Games,"['Adventure', 'Casual']",Redemption Cemetery: Bitter Frost Collector's Edition,9.99,545910.0,ERS G Studios,2016
109163,Wild Guess Software,"['Action', 'Indie', 'RPG']",Blackfaun,14.99,409460.0,Wild Guess Software,2016
109164,Puzzle Lab,"['Casual', 'Indie']",Fiber Twig: Midnight Puzzle,2.99,550180.0,Puzzle Lab,2016
109165,Giant Margarita,['Indie'],Party Golf,14.99,538550.0,Giant Margarita,2016
109166,Wild Planet Studio,"['Action', 'Casual', 'Indie', 'Sports', 'Early Access']","Fire in the Goal ""轰个球""",4.99,535160.0,Wild Planet Studio,2016
109168,Lost Mountain,"['Action', 'Casual', 'Indie']",Dashing Dinos,9.99,455290.0,Lost Mountain,2016
109170,Might and Delight,"['Adventure', 'Indie', 'Massively Multiplayer']",Meadow,2.99,486310.0,Might and Delight,2016
109172,Steve Jarman,['RPG'],The Deep Paths: Labyrinth Of Andokost,7.99,375500.0,Steve Jarman,2016
109173,Aratog LLC,['Indie'],Crazy Sapper 3D,4.99,529420.0,Aratog LLC,2016
109174,Ferocity 2D,"['Indie', 'Racing']",Wacky Wheels HD,9.99,422590.0,Ferocity 2D,2016
109175,DiezelPower,"['Action', 'Indie']",VERSUS SQUAD,7.99,471330.0,DiezelPower,2016
109177,"Oh, a Rock! Studios","['Adventure', 'Indie']",The Beard in the Mirror,8.99,385840.0,"Oh, a Rock! Studios",2016
109179,Blue Wizard Digital,"['Casual', 'Indie', 'Strategy']",Slayaway Camp - Deluxe Edition DLC Pack,3.99,540730.0,Blue Wizard Digital,2016
109181,"NIS America, Inc.","['Adventure', 'Strategy']",Yomawari: Night Alone / 夜廻,19.99,477870.0,"Nippon Ichi Software, Inc.",2016
109182,Slitherine Ltd.,"['Simulation', 'Strategy']",Conflict of Heroes: Awakening the Bear,29.99,510320.0,Western Civilization Software,2012
109183,Slitherine Ltd.,"['Simulation', 'Strategy']",Conflict of Heroes: Storms of Steel,29.99,530640.0,Western Civilization Software,2013
109185,Playsaurus,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",Clicker Heroes: Zombie Auto Clicker,9.99,447220.0,Playsaurus,2016
109186,Grigory Everstov,"['Adventure', 'Indie']",21 Steps to Soul,7.99,544820.0,Grigory Everstov,2016
109188,AYE Technology,"['Casual', 'Indie', 'Simulation', 'Strategy']",Mars Industries,1.99,543790.0,ZovGame,2016
109189,Artur Rezende,"['Action', 'Casual', 'Indie']",Bumper Halloween,0.99,548070.0,Artur Rezende,2016
109191,KISS ltd,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: New England Fall,3.99,480592.0,DL Softworks,2016
109193,KISS ltd,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Aki,2.99,543810.0,DL Softworks,2016
109194,Warfare Studios,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Blood Ties,1.99,544870.0,Warfare Studios,2016
109196,AYE Technology,"['Action', 'Adventure', 'Indie']",Altar Guardian,1.99,543770.0,Hipix Studio,2016
109197,StevenHarmonGames,"['Adventure', 'Free to Play', 'Indie']",Awkward Dimensions Redux,0.0,529110.0,StevenHarmonGames,2016
109201,AMS Game Development Association,"['Free to Play', 'Indie']",The Puppet Master,0.0,544520.0,AMS Game Development Association,2016
109203,"SEGA, Feral Interactive (Linux), Feral Interactive (Mac)","['Action', 'Strategy']",Total War: WARHAMMER - Grombrindal The White Dwarf,0.0,506190.0,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",2016
109206,"Power Up to Maximum, Liens","['Action', 'Adventure', 'Indie']",Unearthing Colossal,14.99,428590.0,"Power Up to Maximum,Liens",2016
109208,EnsenaSoft,['Casual'],Dessert Storm,1.99,542710.0,EnsenaSoft,2016
109209,971 Games,"['Action', 'Indie']",Wild Arena,0.99,533280.0,971 Games,2016
109211,Recotechnology S.L.,['Adventure'],Kyurinaga's Revenge,7.99,529580.0,Recotechnology S.L.,2016
109212,André Bertaglia,"['Casual', 'Indie', 'Sports']",JumpBall,0.99,537360.0,André Bertaglia,2016
109214,EnsenaSoft,"['Adventure', 'Indie']",Murder Mystery Adventure,7.99,544140.0,EnsenaSoft,2016
109215,Meat Name Games Ltd,"['Adventure', 'Indie', 'RPG']",Iron Fish,19.99,532820.0,"BeefJack,Dean Edwards",2016
109216,Ripstone,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pure Hold'em - Undead Card Deck,1.99,438905.0,VooFoo Studios,2016
109217,Caravel Games,"['Adventure', 'Indie', 'Strategy']",DROD: King Dugan's Dungeon,4.99,422180.0,Caravel Games,2016
109218,Focus Home Interactive,"['RPG', 'Strategy']",Mordheim: City of the Damned - Undead,9.99,534990.0,Rogue Factor,2016
109219,QuadraTron Games,"['Action', 'Indie']",Monsters!,4.99,336160.0,QuadraTron Games,2016
109220,Canu Arts,"['Action', 'Adventure', 'Indie', 'Strategy']",Lithium: Inmate 39,9.99,463470.0,Canu Arts,2016
109226,"WhisperGames, Deck13","['Indie', 'Early Access']",The Shape Of Heart,2.99,511090.0,Dragon Whisper Game,2016
109227,"Redshift Media, Sparpweed","['Indie', 'Racing', 'Sports', 'Strategy', 'Early Access']",Chalo Chalo,9.99,410000.0,"Redshift Media,Sparpweed",2016
109233,Headup Games,"['Casual', 'Simulation']",Clouds &amp; Sheep 2,9.99,439800.0,HandyGames,2016
109234,EnsenaSoft,"['Action', 'Casual']",Bubble Blowout,1.99,542720.0,EnsenaSoft,2016
109235,Play Publishing,"['Action', 'Racing', 'Simulation']",Trucker,1.99,451660.0,Play Publishing,2016
109236,None,"['Action', 'Adventure', 'Indie']",Max Stern,4.99,531240.0,Lupan Artiom Oleg,2016
109238,Play Spirit Limited,"['Casual', 'Indie', 'Simulation']",The Cooking Game,9.99,504310.0,Play Spirit Limited,2016
109239,Cosmo D Studios,"['Adventure', 'Free to Play', 'Indie']",Off-Peak Soundtrack,6.99,544980.0,"Cosmo D,Archie Pelago",2015
109240,Cosmo D Studios,"['Adventure', 'Free to Play', 'Indie']",Off-Peak,0.0,467360.0,Cosmo D,2015
109244,Abylight Studios,"['Action', 'Adventure', 'Indie']",Cursed Castilla (Maldita Castilla EX),11.99,534290.0,"Locomalito,Gryzor87",2016
109245,Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Fantastic Buildings: Modern,9.99,525440.0,"KADOKAWA,Celianna",2016
109247,Dharker Studio,"['Adventure', 'Casual', 'Indie']",Negligee - Dakimakuras,2.99,526520.0,Dharker Studio,2016
109249,Considerable Content,"['Action', 'Indie', 'Early Access']",Rogue Singularity,14.99,419710.0,Considerable Content,2016
109250,Big Fish Games,"['Adventure', 'Casual']",Phantasmat: Crucible Peak Collector's Edition,9.99,533080.0,ERS G Studios,2016
109252,Georgy Topalo,"['Action', 'Indie']",ReBoot,1.99,533890.0,"Georgy Topalo,Simeon Simeonich",2016
109254,Conch Entertainment Corporation,"['Action', 'Adventure', 'Indie', 'RPG']",Dawn of Warriors,4.99,540650.0,Flame Spirit Software Studio,2016
109257,Stardale Studio,"['Utilities', 'Video Production', 'Early Access']",Stream Buddy,4.99,505550.0,Stardale Studio,2016
109259,Alekseev,"['Indie', 'Simulation']",On the front line,4.99,542650.0,Alekseev,2016
109260,Allusio,"['Action', 'Casual', 'Indie']",Project Hovercraft,14.99,497490.0,Allusio,2016
109261,astragon Entertainment GmbH,"['Casual', 'Simulation']",Construction Simulator 2015: Liebherr HTM 1204 ZA,1.99,404283.0,weltenbauer. Software Entwicklung GmbH,2016
109262,Nomad Games,['Strategy'],Talisman: The Horus Heresy - Prospero,6.99,530770.0,Nomad Games,2016
109264,Dovetail Games - Trains,['Simulation'],Train Simulator: DB BR 112.1 Loco Add-On,19.99,376960.0,virtualRailroads,2016
109266,Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Medieval Music Pack,19.99,525441.0,"KADOKAWA,Joel Steudler",2016
109267,Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Emotional Music Pack,14.99,542501.0,KADOKAWA,2016
109268,Apus Software,"['Free to Play', 'Indie', 'Strategy']",Astral Heroes,0.0,488910.0,Apus Software,2016
109269,Red Dwarf Games,"['Adventure', 'Indie']",Tales of Cosmos,14.99,350480.0,Red Dwarf Games,2016
109271,Dreamatrix,['Casual'],Happy Critters,6.99,446110.0,Dreamatrix,2016
109272,Anarchy Enterprises,"['Adventure', 'Casual', 'Indie']",Redrum: Dead Diary,6.99,541720.0,Anarchy Enterprises,2016
109276,Rusty Lake,"['Adventure', 'Indie']",Rusty Lake: Roots,2.99,532110.0,Rusty Lake,2016
109277,"SEGA, Feral Interactive (Linux), Feral Interactive (Mac)","['Action', 'Strategy']",Total War: WARHAMMER - Wurrzag,0.0,404015.0,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",2016
109278,Paradox Interactive,"['Simulation', 'Strategy']",Stellaris: Leviathans Story Pack,9.99,518910.0,Paradox Development Studio,2016
109279,"Artix Entertainment, LLC","['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",AdventureQuest 3D,0.0,429790.0,"Artix Entertainment, LLC",2016
109280,Openland Design,"['Indie', 'Simulation', 'Early Access']",Icity - a Flight Sim ... and a City Builder,18.99,534740.0,RaYmond Lewis,2016
109281,Siberian Digital,"['Action', 'Adventure', 'Indie']",The Atomy,3.99,458940.0,Rusty Knights,2016
109282,Dharker Studio,"['Adventure', 'Casual', 'Indie']",Negligee - Avatars,2.99,526532.0,Dharker Studio,2016
109283,Dusenberry Martin Racing,['Racing'],Toyota Paint Scheme Pack 2,0.0,538352.0,Monster Games,2016
109284,Dusenberry Martin Racing,['Racing'],Toyota Challenge Pack 2,0.0,538360.0,Monster Games,2016
109285,Dusenberry Martin Racing,['Racing'],Paint Scheme Pack 4,4.99,539060.0,Monster Games,2016
109286,Grey Wizard Innovative,"['Indie', 'Strategy']",Galaxy of Trian Board Game,4.99,525330.0,Grey Wizard Innovative,2016
109290,Meridian4,"['Adventure', 'Indie']",Soulless: Ray Of Hope,4.99,528300.0,Frisky Fatal Games,2016
109291,Boomzap Entertainment,['Strategy'],Legends of Callasia: The Stoneborne,7.99,543090.0,Boomzap Entertainment,2016
109292,Pillow Fight,['Casual'],Rose of Winter,11.99,540880.0,Pillow Fight,2016
109293,CleanWaterSoft,"['Action', 'Adventure', 'Indie']",Porradaria 2 - Vladmirson DLC,4.99,502980.0,CleanWaterSoft,2016
109294,EnsenaSoft,['Casual'],Mahsung Deluxe,1.99,542690.0,EnsenaSoft,2016
109295,Roencia Game Creators,"['Action', 'Adventure', 'Indie', 'Early Access']",Omni Link,14.99,529100.0,Eldon Harris,2016
109296,Fruitbat Factory,"['Indie', 'Strategy']",100% Orange Juice - Acceleration Pack,1.99,537330.0,Orange_Juice,2016
109297,Flying Interactive,"['Action', 'Casual', 'Indie']",Super Hop 'N' Bop ULTRA,1.99,514930.0,CTgames,2016
109298,Vysoko Anime Production,"['Adventure', 'Indie']",Invisible Apartment 3,7.99,532060.0,"Milan Kazarka,Jeroen van Oosten",2016
109300,Vysoko Anime Production,"['Adventure', 'Free to Play']",Invisible Apartment Zero,5.99,543230.0,"Milan Kazarka,Jeroen van Oosten",2015
109301,Cunning Force Games,"['Action', 'Casual', 'Indie']",Magical Brickout,7.99,384940.0,Cunning Force Games,2016
109302,Valorware,"['Action', 'Adventure', 'Indie', 'RPG']",9th Dawn II,1.99,279070.0,Valorware,2016
109303,Fantasy Flight Games,"['Adventure', 'RPG']",Descent: Road to Legend - The Delve,4.99,525550.0,Fantasy Flight Games,2016
109308,Peace,"['Action', 'Adventure', 'Indie']",Krampus,4.99,541100.0,Peace,2016
109309,New Reality Games,['RPG'],Atonement 2: Ruptured by Despair,5.99,533820.0,Astronomic Games,2016
109310,Dreadbit,['Action'],Seraph - Soundtrack (OST),3.99,538570.0,Dreadbit,2016
109311,M.BonKov,"['Action', 'Adventure', 'Indie']",Rogues or Heroes,4.99,530650.0,M.BonKov,2016
109312,Marcos Dumont,['Indie'],Remind Yourself,1.99,538470.0,Marcos Dumont,2016
109313,Kongregate,"['Action', 'Adventure', 'Casual']",Slashy Hero,6.99,525740.0,"The Gentlebros,General Arcade",2016
109314,KasSanity,"['Free to Play', 'Massively Multiplayer', 'Racing']",Racecar.io,0.0,539640.0,"Kastriot Sulejmani,Brayden Myers",2016
109315,Sad Panda Studios,"['Casual', 'Free to Play', 'Indie']",Crush Crush,0.0,459820.0,Sad Panda Studios,2016
109316,GameHouse,"['Adventure', 'Casual', 'Indie', 'Simulation']",Fabulous - Angela's Fashion Fever,12.99,540060.0,GameHouse,2016
109317,magnussoft,"['Action', 'Casual']",Zombie Birds First Encounter Halloween,6.99,521110.0,magnussoft,2016
109318,Siberian Digital,"['Action', 'Adventure', 'Casual', 'Indie']",NUKED KNIGHT,4.99,448250.0,Nuked Games,2016
109320,Dagestan Technology,"['Casual', 'Indie', 'Simulation', 'Strategy']",Physic Monster,1.99,473730.0,MegawattsCo,2016
109321,Matt Glanville,"['Action', 'Casual', 'Indie']",Switch 'N' Shoot,2.99,498470.0,Matt Glanville,2016
109322,Artur Rezende,"['Action', 'Casual', 'Indie']",Bumper New Graphics,0.99,542300.0,Artur Rezende,2016
109324,7TPGames,"['Adventure', 'Indie']",In The Shadow Of The Truth,4.99,498680.0,7TPGames,2016
109325,Joe Censored Games,"['Action', 'Casual']",Omega Reaction,4.99,516520.0,Joe Censored Games,2016
109326,"Jackbox Games, Inc.","['Casual', 'Indie', 'Strategy']",The Jackbox Party Pack 3,24.99,434170.0,"Jackbox Games, Inc.",2016
109327,"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Cool Pack,0.99,538535.0,"Hassey Enterprises, Inc.",2016
109328,"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Critter Pack,0.99,538530.0,"Hassey Enterprises, Inc.",2016
109329,"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Faces #1 Pack,0.99,538531.0,"Hassey Enterprises, Inc.",2016
109330,"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Faces #2 Pack,0.99,538534.0,"Hassey Enterprises, Inc.",2016
109331,Phat Phrog Studios,"['Action', 'Casual', 'Indie']",Clickdraw Clicker,0.99,541370.0,ColloseusX,2016
109332,"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Gourmand Pack,0.99,538532.0,"Hassey Enterprises, Inc.",2016
109333,"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Faces #3 Pack,0.99,538537.0,"Hassey Enterprises, Inc.",2016
109334,"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Symbols Pack,0.99,538539.0,"Hassey Enterprises, Inc.",2016
109335,"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Wacky Pack,0.99,538538.0,"Hassey Enterprises, Inc.",2016
109336,GamersHype Productions,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Box Maze - Halloween Skins Pack,0.99,543310.0,GamersHype Productions,2016
109337,Warfare Studios,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Shining Plume,1.99,536420.0,Warfare Studios,2016
109339,Ready Play Games,['Simulation'],Proxy - Ultimate Hacker,7.99,528860.0,Ready Play Games,2016
109340,Encore,['Casual'],Hoyle Official Casino Games,19.99,532950.0,Encore,2016
109343,Mystic Bit LLC,"['Casual', 'Indie']",Bad Sector HDD,0.99,531910.0,Dan Ruscoe,2015
109344,Max Apps LLC,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Maximum Archery The Game,4.99,513680.0,Max Apps LLC,2016
109345,"Synersteel Studio, LLC","['Action', 'Indie']",MC Lars: The Video Game,4.99,541160.0,"Synersteel Studio, LLC",2016
109346,Rumbic Inc,"['Adventure', 'Casual']",Lost in Reefs: Antarctic,3.99,541970.0,Rumbic Inc,2016
109348,Primitive Studio,['Indie'],Remaining in a dream,0.99,542430.0,Primitive Studio,2016
109350,Rocky Hong,['Indie'],Magnetized,2.99,536470.0,Rocky Hong,2016
109351,Mad Vulture Games,['Strategy'],Raging Titan,4.99,538170.0,Mad Vulture Games,2016
109352,Nerf Game Co. Ltd.,"['Action', 'Indie']",Lost Socks: Naughty Brothers,9.99,501480.0,Nerf Game Co. Ltd.,2016
109354,Super Puzzle Studios,"['Indie', 'Strategy']",Super Puzzle Sisters,7.99,542680.0,Super Puzzle Studios,2016
109355,"Beijing Xinrun Technology Co.,Ltd",['Casual'],Spinning Maze,9.99,517230.0,"Beijing Xinrun Technology Co.,Ltd",2016
109356,GKT Studios Entertainment,"['Casual', 'Indie', 'Strategy']",Janken Cards,2.99,527210.0,GKT Studios Entertainment,2016
109357,"Frogames, indienova","['Indie', 'Strategy']",Farabel,9.99,364200.0,Frogames,2016
109359,Robert Alvarez,"['Casual', 'Indie', 'Strategy']",Kombine,0.99,539750.0,Robert Alvarez,2016
109360,Aegon Games Ltd,"['Action', 'Indie']",Ironguard,6.99,463430.0,Aegon Games Ltd,2016
109361,Choice of Games,"['Adventure', 'Indie', 'RPG']",Sorcery Is for Saps,6.99,540660.0,Choice of Games,2016
109362,SEGA,"['RPG', 'Strategy']",Endless Legend™ - Tempest,12.99,521220.0,AMPLITUDE Studios,2016
109364,Curve Digital,"['Adventure', 'Indie']",Manual Samuel Official Soundtrack,3.99,536760.0,Perfectly Paranormal,2016
109365,Zuakate Games,"['Action', 'Adventure', 'Casual']",Cerdocornio,0.99,528700.0,Zuakate Games,2016
109366,Another Reality,"['Indie', 'Simulation', 'Early Access']",CrossWorlds: Escape,14.99,511430.0,Another Reality,2016
109367,Clarus Victoria,"['Indie', 'Simulation', 'Strategy']",Predynastic Egypt,9.99,461620.0,Clarus Victoria,2016
109368,NukGames,"['Casual', 'Indie', 'Racing']",Razortron 2000,0.99,539720.0,NukGames,2016
109369,"CFK Co., Ltd.","['Action', 'Casual']",Wonder Boy Returns,14.99,523810.0,"CFK Co., Ltd.",2016
109373,Nominia Ltd,"['Action', 'Indie', 'RPG', 'Strategy']",WARSHIFT,12.99,392580.0,Cyril Megem,2016
109374,Aerosoft GmbH,['Simulation'],OMSI 2 Add-On Aachen,19.99,434067.0,"Tobias Müller,Florian Wolf,Cedric Appel,Benedikt Steffens",2016
109375,Blindflug Studios AG,"['Action', 'Indie', 'Early Access']",AIRHEART - Tales of broken Wings,14.99,531180.0,Blindflug Studios AG,2016
109376,Blindflug Studios AG,['Indie'],AIRHEART - The Original Soundtrack,3.99,540220.0,Pocket Universe Productions,2016
109377,Blindflug Studios AG,"['Action', 'Indie']",AIRHEART - The Bonus Content,2.99,542190.0,Blindflug Studios AG,2016
109378,Vaclav Hudec,"['Adventure', 'Free to Play', 'Indie']",Blameless,0.0,530330.0,Vaclav Hudec,2016
109379,Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",Real Events 1: 2016 MotoGP™ Season,3.99,464310.0,Milestone S.r.l.,2016
109380,Mass Creation,"['Action', 'Adventure', 'Indie']",Draw Slasher,4.99,418270.0,Mass Creation,2016
109382,RandomBeats Music,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Tales of the Elements FC,6.99,540640.0,Last BeNeVoLeNcE,2016
109383,Kasedo Games,"['Action', 'Indie', 'RPG']",The Metronomicon - Indie Game Challenge Pack 1,1.99,522651.0,Puuba,2016
109385,Slitherine LTD.,"['Indie', 'Simulation', 'Strategy']",Scourge of War: Ligny,19.99,532240.0,NorbSoftDev,2016
109387,Indie Dynamics,['Indie'],Near Midnight,0.99,522590.0,Indie Dynamics,2016
109388,nocanwin,"['Action', 'Indie', 'Racing', 'Sports']",Rocket Ski Racing,0.99,471730.0,nocanwin,2016
109391,505 Games,"['Casual', 'Indie', 'Strategy']",SUPERFIGHT - The Election Deck,4.99,476357.0,Pipeworks Studio,2016
109392,505 Games,"['Casual', 'Indie', 'Strategy']",SUPERFIGHT - The Horror Deck,4.99,476356.0,Pipeworks Studio,2016
109393,Rooster Teeth Games,"['Action', 'Adventure', 'Indie']",RWBY: Grimm Eclipse - JNPR,4.99,522120.0,Rooster Teeth Games,2016
109395,Insanity Games,"['Adventure', 'Free to Play', 'Indie']",Escape the Game,0.0,542310.0,Insanity Games,2016
109396,"No, You Shut Up Inc.","['Action', 'Simulation', 'Strategy', 'Early Access']",Atomic Space Command,14.99,445350.0,"No, You Shut Up Inc.",2016
109397,Dialogue Design,"['Action', 'Indie', 'Simulation', 'Early Access']",Tank Universal 2,14.99,523030.0,Phil Jones,2016
109399,biple_kfp,"['Action', 'Adventure', 'Indie']",Help,2.99,541920.0,biple_kfp,2016
109400,Degica,['Action'],DoDonPachi Resurrection,29.99,464450.0,"CAVE Interactive CO.,LTD.",2016
109401,MangaGamer,"['Adventure', 'Casual', 'Indie']",Higurashi When They Cry Hou - Ch.4 Himatsubushi,5.99,526490.0,07th Expansion,2016
109402,Cacti Council,"['Action', 'Free to Play']",Win Big Or Die,0.0,542120.0,Silver Legends,2016
109404,Ambiera,"['Adventure', 'Indie', 'Simulation', 'Early Access']",PostCollapse,7.99,509770.0,Ambiera,2016
109405,Devolver Digital,"['Action', 'Adventure']",Shadow Warrior 2,39.99,324800.0,Flying Wild Hog,2016
109406,Degica,['Action'],DoDonPachi Resurrection OST,4.99,530490.0,"CAVE Interactive CO.,LTD.",2016
109409,Krafted Games,"['Action', 'Indie', 'Strategy', 'Early Access']",Polygod,9.99,531530.0,Krafted Games,2016
109410,Artifex Mundi,"['Adventure', 'Casual']",Eventide 2: The Sorcerers Mirror,9.99,510650.0,The House of Fables,2016
109411,Bat Byte,"['Indie', 'Strategy']",Survival Kingdom,2.99,534570.0,Bat Byte,2016
109414,Gearbox Publishing,"['Action', 'Adventure']",Duke Nukem 3D: 20th Anniversary World Tour,19.99,434050.0,"Nerve Software, Gearbox Software, LLC",2016
109415,Skyjaz Games,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Dead Army - Radio Frequency,5.99,467060.0,Skyjaz Games,2016
109416,NeuronHaze,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",Project Genom,19.99,389040.0,NeuronHaze,2016
109418,NeuronHaze,"['Action', 'Indie', 'Massively Multiplayer', 'RPG']",Project Genom - Bronze Avalon Pack,19.99,409140.0,NeuronHaze,2016
109419,NeuronHaze,"['Action', 'Massively Multiplayer', 'RPG']",Project Genom - Silver Avalon Pack,39.99,409141.0,NeuronHaze,2016
109420,Gamesoft,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Clockwork,9.99,509210.0,Gamesoft,2016
109421,bluebox interactive,"['Action', 'Casual', 'Indie']",The Caretaker - Dungeon Nightshift,7.99,486550.0,bluebox interactive,2016
109422,Rusto,"['Action', 'Indie']",Spareware,1.99,530740.0,Rusto,2016
109423,NeuronHaze,"['Action', 'Massively Multiplayer', 'RPG']",Project Genom - Gold Avalon Pack,99.99,409142.0,NeuronHaze,2016
109424,8Floor,"['Casual', 'Indie']",Solitaire Beach Season,5.99,528070.0,Creobit,2016
109426,Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",Ride 2,49.99,477770.0,Milestone S.r.l.,2016
109427,United Independent Entertainment GmbH,"['Casual', 'Simulation']",Arctic Trucker Simulator,9.99,273890.0,United Independent Entertainment GmbH,2016
109428,Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",Ride 2 Aprilia and Suzuki Bonus Pack,3.99,515090.0,Milestone S.r.l.,2016
109430,Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",Ride 2 Kawasaki and Ducati Bonus Pack,3.99,515100.0,Milestone S.r.l.,2016
109431,Bigben Interactive,['Racing'],WRC 6 YARIS WRC Test car,2.99,526640.0,Kylotonn Racing Games,2016
109432,Bigben Interactive,['Racing'],WRC 6 FIA World Rally Championship,44.99,458770.0,Kylotonn Racing Games,2016
109434,mamor games,"['Adventure', 'Indie', 'RPG']",Detective Hayseed - Hollywood,14.99,504380.0,Zima Software,2016
109435,Black Sword Entertainment,['Action'],Die for the Empire,4.99,537090.0,Black Sword Entertainment,2016
109441,Kristjan Skutta,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities', 'Early Access']",Wallpaper Engine,3.99,431960.0,Kristjan Skutta,2016
109442,KISS ltd,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Fractal Rings,1.99,502840.0,DL Softworks,2016
109450,Bigben Interactive,['Racing'],WRC 6 - Calendar and WRC + Pack,6.99,538080.0,Kylotonn Racing Games,2016
